profile-name,review-star-rating,review-body
Caike Molina,5.0 out of 5 stars,"
  O Macbook pro M1 é INCRÍVEL, é um computador pequeno, com uma capacidade e desempenho de gigante. Ele é caro? Sim, mas vale cada centavo, pq o bicho é ótimo!,A iiStore entregou muito antes do prazo, com nota fiscal na caixa e eu tinha pedido no chat e eles me mandaram, logo depois que enviaram o pedido para entrega. Foram atenciosos e responderam todos os meus chats, da um medinho pq ele esta num valor muito mais baixo, comparado com outras lojas, mas é original e todo perfeitinho.,A tomada veio padrão americano, mas se vc tiver aqueles benjamin ou tomadas antigas em casa, da pra usar normalmente.,Estou totalmente satisfeito, eu nunca usei um produto da Apple e realmente é tudo aquilo que escutamos por aí, é um produto premium!
"
Amazon Customer,5.0 out of 5 stars,"
  É exatamente o que você viu até agora. Vídeo, foto, podcast, se alguém falou sobre esse macbook falou bem, e muito bem. Então já vou aos pormenores de antemão:,1. Ele é pesado. Uma coisa feita com essa carcaça belíssima, esse corpo perfeito, espaçoso do jeito que é, mesmo cabendo em um envelope de 23x30cm, não tem jeito, vai ser pesado.,2. É pontudo! Hahahaha, se alguém já segurou um iphone12 sabe o desconforto que é apertar ele ou ficar muito tempo na mão sem capinha, isso é muito estranho, mas mesmo com os cantos arredondados se você pretende usar ele no seu colo, vai se incomodar com a carcaça de traços bem definidos.,3. Essa ventuinha está quebrada. Sim! Impressionante, só dá pra saber que a ventuinha dele está funcionando quando você passa o dedo no corpo dele e seu dedo treme levemente, ao invés de derrapar. Nunca vi isso em toda a minha vida, realmente, fiquei besta.,4. Vem com uma base de 225gb de memória livre, na versão com 256gb.,5. A bateria não vai acabar, não adianta. Ela não acaba mesmo não, fizeram alguma mágica aqui. Eu to a dois dias, cerca de 11h usando desde a última carga completa, já fiz de um tudo aqui, até testei mineirar bitcoin com um programa em python. Pois é, a bateria segue firme. Agora fazem 23h, to com ele ligado desde as 15:30 por aí, caiu de 63% pra 20%. Nada mais a declarar.,6. Essa tela é surreal, muito adaptativa, mesmo! Meus olhos agradecem.,7. Esquenta sim ok! Mas só quando eu instalei um monte de programa um atrás do outro. Fora isso, ficou normal, e ele esquenta apenas acima da tecla esc, até o meio da touch bar, em nenhum outro lugar além desse. (acho que o chip fica ali).,8. Acabou, acho que isso é tudo o que eu nunca vi ninguém falar nos vídeos. Se você está pensando em comprar ele, compre-o, pretendo ficar com essa máquina por 10 anos, e acho que ficarei, assim como fiquei 11 anos com meu mac mini.,p.s. Ao vendedor, VOCÊ É DEMAIS! ENVIOU EMBALADO EM 3 METROS DE PLASTICO BOLHA, EU TE AMO <3
"
Daniel Ramos,5.0 out of 5 stars,"
  Produto incrível! Não há o que dizer. Como designer gráfico trabalho com diversos programas Adobe e o equipamento me atende perfeitamente mesmo tendo eu diversificadas tarefas simultâneas em usos contínuo. A entrega foi também excelente chegou antes do prazo com tudo em ordem incluindo a nota fiscal do produto.
"
Eduardo,5.0 out of 5 stars,"
  Produto de extrema qualidade. O MacBook Pro M1 é realmente tudo que falam: bateria com muita durabilidade, ótima usabilidade do sistema operacional, diversas funcionalidade que aumentam a produtividade, sem falar do design que é muito moderno e minimalista. Sobre a compra, foi uma ótima experiência. O vendedor foi atencioso, respondeu todas minhas perguntas e fez o envio com muita rapidez. Recebi o produto muito antes do prazo. Satisfeito!
"
Gabriel,5.0 out of 5 stars,"
                    The media could not be loaded.
                ,
   Não tenho palavras pra descrever o quão incrível este computador é, fora a velocidade de entrega que foi mais incrível ainda. Produto estava previsto para chegar dia 04/08 e chegou ontem dia 22/07.
"
Alice,4.0 out of 5 stars,"
  Chegou antes do prazo e em perfeito estado, mas não veio a nota fiscal!
"
Igor Alexsander,5.0 out of 5 stars,"
  O Macbook pro é simplesmente perfeito, se você precisa de um notebook para trabalho com certeza ele é a melhor escolha.,Comprei do parceiro MW-Distribuidora, produto chegou com pouco mais de 1 dia na minha cidade, sinceramente nunca vi entrega tão ágil, então para quem está querendo comprar, recomendo o parceiro MW-Distribuidora.
"
Jay ,5.0 out of 5 stars,"
  My battery life last for two days  screen quality very good I love that it has a thumb print I recommend
"
Victor Binning,2.0 out of 5 stars,"
  After 2 months their is a error that I can’t turn my videos at all. I watch YouTube to fix it but didn’t work. I am pretty upset and not happy.
"
Kamy,5.0 out of 5 stars,"
  Absolutely perfect! Amazing price and super good quality
"
Hi Elizabeth,5.0 out of 5 stars,"
  I love this thing it’s so amazing. The battery is  amazing
"
Rupert,5.0 out of 5 stars,"
  Just simply beautiful
"
Vandy,1.0 out of 5 stars,"
  Not happy with product. Apparently all I'm allowed to say.
"
Stefan Poon Ying,5.0 out of 5 stars,
Amazon Customer,4.0 out of 5 stars,"
  There's nothing to dislike the laptop comes with own software ready to turned it on and start using it
"
Fernanda Salazar,1.0 out of 5 stars,"
  Sucks
"
Farren Washington ,5.0 out of 5 stars,"
  I absolutely love my MacBook Air! It’s so perfect!!
"
Customer1,5.0 out of 5 stars,"
  Product is great but 3rd time I have had to reorder it and this time they sent the wrong colour
"
João Marcos de Saron,5.0 out of 5 stars,"
  Excelente produto com excelente acabamento. Seu uso é muito específico para profissionais e/ou CEO com necessidade de transações 100% seguras.,Não compensa para usuários comuns, exceto para status.,O melhor notebook.
"
Duarte Simões de Carvalho,5.0 out of 5 stars,"
  Computador Excelente, Serviço muito bom e entrega rápida
"
Ana Clara,5.0 out of 5 stars,"
  Chegou certinho, bem embalado e com a nota fiscal. Recomendo!
"
Carolina F.,5.0 out of 5 stars,"
  Computador muito bom e rápido. Trabalho com design, edição de vídeos e fotografia e o Macbook é minha preferência em disparada comparada a outros.
"
Matheus Hofstede,5.0 out of 5 stars,"
  Comprei pela portabilidade, duração de bateria e velocidade. Estou muito satisfeito com a qualidade de construção, sistema operacional e a duração de bateria.,Sou desenvolvedor de software e comprei a versão de 8gb e as vezes para coisas que faço é pouco. O sistema começa a fazer swap e ficar menos responsivo. Gastei também quase R$500 em acessórios para funcionar com meu setup anterior, mas estava ciente.,Comprei por um preço justo e estou satisfeito.
"
Thatiana Passi,5.0 out of 5 stars,"
  O computador chegou antes da entrega prevista; o vendedor respondeu a todas as minhas perguntas com rapidez; o produto é original, embalado.,Ótima experiência. !,o computador é excelente. Chip M1 , super rápido. A câmera para video chamadas tem ótima resolução.,Leve, pequeno. perfeito
"
Sheila C K Mattos,5.0 out of 5 stars,"
  Entrega antes do prazo e o equipamento maravilhoso. Rápido e com vários recursos. Apenas a bateria que não dura 20 horas conforme haviam dito. Veio com nota e adaptador de tomada. Recomendo o vendedor.
"
Raissa A.,5.0 out of 5 stars,"
  Quanto ao computador não usei o suficiente pra encontrar algum ponto de atenção, atendeu minhas expectativas e necessidades. Vale o investimento, não faz dois anos comprei um laptop com excelente configuração e que mesmo assim não funciona. A apple não tem isso, tudo deles cumpre e dura, por isso, no final o produto se paga. Pesquisei muito qual computador comprar e o vendedor e fiz a melhor escolha possível, pelo equipamento e loja! Recebi o note impecável, super bem embalado, e muito antes da data prevista. Antes de enviar fui contatada pelo Rafael, da ByTech Info, ele me mandou foto da pacote, me senti bem assistida e segura. Recebi a NF junto, só tenho elogios e recomendações.
"
Matheus Campanhã,5.0 out of 5 stars,"
  Como desenvolvedor de sistemas, os principais pontos fortes são: performance (apesar de 8gb de ram, se comportou de forma flúida inclusive com simuladores mobile ativos), bateria (programando, com simuladores ligados, e brilho alto, consumiu aprox 40% após 5 horas de uso intenso... impressionante) e mobilidade (muito leve, fino e não esquenta muito, poucas vezes ligou a ventoinha). Ponto negativo: por enquanto ainda existem algumas incompatibilidades de tecnologias com a arquitetura arm64 do M1, mas em geral há workarounds para superá-los. De forma geral, uma excelente compra
"
Walmer Carvalho Filho,4.0 out of 5 stars,"
  Esse notebook é muito bom, mas eu recebi com algumas pequenas marcas na lataria.
"
Amazon Customer,5.0 out of 5 stars,"
  Veio super bem embalado, duas caixas uma dentro da outra. Excelente!! Compraria mais 10x!
"
Eduardo Chaves,5.0 out of 5 stars,"
  Esse Macbook Pro me surpreendeu positivamente. Muito leve, bateria dura muito, e extremamente rápido. Satisfeito demais com a compra. Ja está aqui totalmente montado na minha mesa de trabalho, e pronto pra ir pra outros lugares com ele. O vendedor também foi excelente na entrega. comprei o macbook no sábado. Terça feira chegou aqui em casa. Extremamente ágil, fiquei muito surpreso. Sem defeitos, tanto a compra, o processo de envio, e o equipamento!
"
